time [s/256],breathing_rate [rpm](/api/datatype/33/),minute_ventilation [mL/min](/api/datatype/36/),sleep_position [NA](/api/datatype/270/),activity [g](/api/datatype/49/),heart_rate [bpm](/api/datatype/19/),cadence [spm](/api/datatype/53/)
443770197248,11,26533.44,,0.0546875,127,0
443770197504,12,26533.44,,0.09765625,127,0
443770197760,12,26533.44,,0.07421875,128,0
443770198016,12,26825.6,,0.0625,129,0
443770198272,12,26825.6,,0.12109375,129,0
443770198528,12,26825.6,,0.0703125,130,0
443770198784,13,26825.6,,0.13671875,132,0
443770199040,13,26825.6,,0.0703125,133,0
443770199296,13,26825.6,,0.08984375,133,0
443770199552,12,26825.6,,0.09765625,132,0
443770199808,12,26108.48,,0.04296875,131,0
443770200064,12,26108.48,,0.1171875,131,0
443770200320,11,26108.48,,0.04296875,130,0
443770200576,11,26108.48,,0.046875,129,0
443770200832,11,26108.48,,0.046875,127,0
443770201088,11,26108.48,,0.0625,125,0
443770201344,11,18605.28,,0.04296875,124,0
443770201600,11,18605.28,,0.02734375,121,0
443770201856,11,18605.28,,0.015625,119,0
443770202112,11,18605.28,,0.0,118,0
443770202368,12,18552.16,,0.046875,117,0
443770202624,12,18552.16,,0.0390625,116,0
443770202880,13,18552.16,,0.0234375,114,0
443770203136,13,18552.16,,0.02734375,113,0
443770203392,13,19322.399999999998,,0.05078125,113,0
443770203648,13,19322.399999999998,,0.0625,113,0
443770203904,13,19322.399999999998,,0.06640625,113,0
443770204160,13,19322.399999999998,,0.03515625,113,0
443770204416,13,19402.079999999998,,0.0234375,113,0
443770204672,12,19402.079999999998,,0.11328125,113,0
443770204928,12,19402.079999999998,,0.1328125,114,0
443770205184,12,17078.079999999998,,0.12890625,114,0
443770205440,13,17078.079999999998,,0.05078125,114,0
443770205696,13,17078.079999999998,,0.02734375,115,0
443770205952,13,17078.079999999998,,0.0546875,115,0
443770206208,13,17078.079999999998,,0.03515625,115,0
443770206464,13,17078.079999999998,,0.0234375,115,0
443770206720,13,17078.079999999998,,0.03515625,115,0
443770206976,13,17078.079999999998,,0.03515625,116,0
443770207232,13,15909.439999999999,,0.02734375,116,0
443770207488,12,15909.439999999999,,0.0234375,116,0
443770207744,12,15909.439999999999,,0.0234375,116,0
443770208000,12,15125.92,,0.01953125,116,0
443770208256,12,15125.92,,0.01953125,116,0
443770208512,13,15125.92,,0.02734375,114,0
443770208768,13,15125.92,,0.15625,113,0
443770209024,13,16002.4,,0.16796875,113,0
443770209280,13,16002.4,,0.0390625,111,0
443770209536,13,16002.4,,0.0859375,111,0
443770209792,14,16002.4,,0.05078125,109,0
443770210048,14,16002.4,,0.09375,106,0
443770210304,14,16002.4,,0.0546875,106,0
443770210560,13,16002.4,,0.0390625,105,0
443770210816,13,16002.4,,0.14453125,105,0
443770211072,13,14249.439999999999,,0.15234375,106,0
443770211328,13,14249.439999999999,,0.03125,106,0
443770211584,13,14249.439999999999,,0.02734375,107,0
443770211840,12,14249.439999999999,,0.01953125,109,0
443770212096,12,14249.439999999999,,0.0390625,112,0
443770212352,12,15763.359999999999,,0.03515625,112,0
443770212608,12,15763.359999999999,,0.12109375,112,0
443770212864,12,15763.359999999999,,0.17578125,112,0
443770213120,12,15763.359999999999,,0.29296875,112,0
443770213376,12,15378.24,,0.296875,111,0
443770213632,12,15378.24,,0.1796875,111,0
443770213888,12,15192.32,,0.19921875,109,0
443770214144,12,15192.32,,0.13671875,107,0
443770214400,12,15192.32,,0.140625,104,0
443770214656,13,16321.119999999999,,0.046875,103,0
443770214912,13,16321.119999999999,,0.015625,101,0
443770215168,14,16321.119999999999,,0.015625,99,0
443770215424,14,16321.119999999999,,0.05078125,98,0
443770215680,14,16042.24,,0.13671875,98,0
443770215936,14,16042.24,,0.03125,99,0
443770216192,14,16042.24,,0.0,101,0
443770216448,14,16042.24,,0.01953125,105,0
443770216704,14,16254.72,,0.0546875,107,0
443770216960,14,16254.72,,0.05859375,107,0
443770217216,14,16254.72,,0.046875,107,0
443770217472,14,16254.72,,0.0,107,0
443770217728,14,18631.84,,0.015625,106,0
443770217984,15,18631.84,,0.015625,106,0
443770218240,16,18631.84,,0.01953125,106,0
443770218496,16,18631.84,,0.0546875,106,0
443770218752,16,18631.84,,0.03515625,105,0
443770219008,16,18631.84,,0.015625,105,0
443770219264,16,18631.84,,0.0,105,0
443770219520,16,13558.88,,0.0,105,0
443770219776,16,13558.88,,0.0,105,0
443770220032,15,13558.88,,0.0,104,0
443770220288,15,13558.88,,0.0,103,0
443770220544,15,12018.4,,0.015625,102,0
443770220800,15,12018.4,,0.01953125,102,0
443770221056,15,12018.4,,0.0,102,0
443770221312,14,12018.4,,0.0,102,0
443770221568,14,12589.439999999999,,0.0,100,0
443770221824,14,12589.439999999999,,0.01953125,97,0
443770222080,14,12589.439999999999,,0.0859375,96,0
443770222336,14,12496.48,,0.18359375,95,0
443770222592,14,12496.48,,0.1171875,96,0
443770222848,14,12496.48,,0.01953125,97,0
443770223104,14,12496.48,,0.078125,99,0
443770223360,14,13067.519999999999,,0.0625,98,0
443770223616,14,13067.519999999999,,0.02734375,98,0
443770223872,14,13067.519999999999,,0.015625,97,0
443770224128,14,13067.519999999999,,0.03125,98,0
443770224384,14,13067.519999999999,,0.06640625,100,0
443770224640,14,13439.359999999999,,0.03515625,101,0
443770224896,14,13439.359999999999,,0.015625,101,0
443770225152,13,13439.359999999999,,0.03515625,100,0
443770225408,13,13439.359999999999,,0.01953125,99,0
443770225664,13,12270.72,,0.05078125,98,0
443770225920,13,12270.72,,0.11328125,98,0
443770226176,13,12270.72,,0.17578125,99,0
443770226432,13,12270.72,,0.2421875,100,0
443770226688,13,14515.039999999999,,0.22265625,101,0
443770226944,14,14515.039999999999,,0.140625,102,0
443770227200,14,14515.039999999999,,0.12109375,102,0
443770227456,15,14515.039999999999,,0.0859375,103,0
443770227712,15,14515.039999999999,,0.09375,106,0
443770227968,15,14515.039999999999,,0.078125,110,0
443770228224,14,14515.039999999999,,0.125,111,0
443770228480,14,15670.4,,0.15625,112,0
443770228736,14,15670.4,,0.15625,113,0
443770228992,14,15670.4,,0.1328125,114,0
443770229248,14,15590.72,,0.03125,115,0
443770229504,14,15590.72,,0.02734375,115,0
443770229760,14,15590.72,,0.0390625,115,0
443770230016,14,15378.24,,0.0390625,115,0
443770230272,14,15378.24,,0.0625,115,0
443770230528,14,15378.24,,0.0234375,114,0
443770230784,14,15378.24,,0.1015625,113,0
443770231040,14,15378.24,,0.0703125,110,0
443770231296,14,15511.039999999999,,0.11328125,108,0
443770231552,13,15511.039999999999,,0.1640625,106,0
443770231808,13,15511.039999999999,,0.125,106,0
443770232064,13,15391.519999999999,,0.13671875,105,0
443770232320,14,15391.519999999999,,0.16015625,104,0
443770232576,14,15391.519999999999,,0.1171875,103,0
443770232832,15,16785.92,,0.046875,104,0
443770233088,15,16785.92,,0.03125,104,0
443770233344,15,16785.92,,0.12109375,105,0
443770233600,15,16785.92,,0.18359375,109,0
443770233856,15,16785.92,,0.18359375,112,0
443770234112,15,18684.96,,0.09375,113,0
443770234368,15,18684.96,,0.15625,113,0
443770234624,15,18684.96,,0.07421875,113,0
443770234880,14,18684.96,,0.21875,112,0
443770235136,14,18684.96,,0.16015625,112,0
443770235392,14,18684.96,,0.26171875,112,0
443770235648,15,18087.36,,0.30078125,111,0
443770235904,15,18087.36,,0.23828125,111,0
443770236160,15,18087.36,,0.203125,112,0
443770236416,15,18087.36,,0.10546875,112,0
443770236672,15,18087.36,,0.171875,112,0
443770236928,15,19840.32,,0.1484375,112,0
443770237184,14,19840.32,,0.19140625,114,0
443770237440,14,19840.32,,0.1875,117,0
443770237696,14,19840.32,,0.21484375,120,0
443770237952,14,19840.32,,0.10546875,122,0
443770238208,14,18485.76,,0.19140625,124,0
443770238464,13,18485.76,,0.1015625,125,0
443770238720,13,18485.76,,0.0625,126,0
443770238976,13,18485.76,,0.16015625,128,0
443770239232,13,18485.76,,0.19921875,129,0
443770239488,13,20716.8,,0.02734375,128,0
443770239744,13,20716.8,,0.0859375,127,0
443770240000,13,20716.8,,0.0859375,126,0
443770240256,13,20716.8,,0.03515625,124,0
443770240512,13,20716.8,,0.03515625,123,0
443770240768,13,20398.079999999998,,0.1015625,123,0
443770241024,12,20398.079999999998,,0.140625,122,0
443770241280,12,20398.079999999998,,0.03125,121,0
443770241536,12,20398.079999999998,,0.1796875,121,0
443770241792,12,20291.84,,0.23046875,122,0
443770242048,12,20291.84,,0.21875,122,0
443770242304,12,20291.84,,0.21484375,123,0
443770242560,12,20291.84,,0.0546875,123,0
443770242816,12,20291.84,,0.15234375,123,0
443770243072,12,18777.92,,0.14453125,123,0
443770243328,12,18777.92,,0.05078125,123,0
443770243584,12,18777.92,,0.05078125,123,0
443770243840,12,18777.92,,0.0234375,123,0
443770244096,12,21075.36,,0.0234375,123,0
443770244352,12,21075.36,,0.0546875,122,0
443770244608,12,21075.36,,0.08203125,122,0
443770244864,13,21075.36,,0.0703125,122,0
443770245120,13,21075.36,,0.13671875,122,0
443770245376,13,20344.96,,0.4453125,121,0
443770245632,13,20344.96,,0.20703125,121,0
443770245888,13,20344.96,,0.25390625,121,0
443770246144,13,20344.96,,0.26171875,121,0
443770246400,13,22549.44,,0.16796875,121,0
443770246656,13,22549.44,,0.17578125,120,0
443770246912,13,22549.44,,0.12109375,120,0
443770247168,13,22549.44,,0.0703125,120,0
443770247424,13,22549.44,,0.29296875,120,0
443770247680,13,22549.44,,0.18359375,121,0
443770247936,13,21101.92,,0.125,121,0
443770248192,13,21101.92,,0.08984375,120,42
443770248448,13,21101.92,,0.26171875,120,45
443770248704,12,21101.92,,0.23046875,120,42
443770248960,13,20783.2,,0.10546875,121,39
443770249216,13,20783.2,,0.046875,122,31
443770249472,13,20783.2,,0.03515625,122,0
443770249728,13,20783.2,,0.1015625,123,0
443770249984,13,20783.2,,0.25,124,0
443770250240,13,20783.2,,0.140625,125,0
443770250496,13,21128.48,,0.234375,125,0
443770250752,13,21128.48,,0.12890625,124,0
443770251008,13,21128.48,,0.1640625,124,0
443770251264,12,21128.48,,0.0546875,123,0
443770251520,12,20995.68,,0.0390625,123,0
443770251776,12,20995.68,,0.01953125,123,0
443770252032,13,20995.68,,0.03125,122,0
443770252288,13,20995.68,,0.08203125,122,0
443770252544,13,21088.64,,0.0390625,123,0
443770252800,12,21088.64,,0.1640625,124,0
443770253056,12,21088.64,,0.046875,124,0
443770253312,12,21088.64,,0.02734375,124,0
443770253568,12,21088.64,,0.046875,124,0
443770253824,13,19641.12,,0.05078125,124,0
443770254080,13,19641.12,,0.12109375,124,0
443770254336,13,19641.12,,0.1328125,124,0
443770254592,13,20092.64,,0.09765625,124,0
443770254848,13,20092.64,,0.19921875,124,0
443770255104,13,20092.64,,0.203125,124,0
443770255360,13,20092.64,,0.12109375,124,0
443770255616,13,19893.44,,0.046875,124,0
443770255872,14,19893.44,,0.02734375,124,0
443770256128,14,19893.44,,0.0234375,124,0
443770256384,14,19893.44,,0.015625,124,0
443770256640,14,19999.68,,0.0,124,0
443770256896,14,19999.68,,0.01953125,123,0
443770257152,14,19999.68,,0.1953125,123,0
443770257408,14,19999.68,,0.1015625,122,0
443770257664,14,21181.6,,0.125,122,0
443770257920,14,21181.6,,0.1640625,120,0
443770258176,15,21181.6,,0.0703125,119,0
443770258432,15,21181.6,,0.0,117,0
443770258688,15,21181.6,,0.0,116,0
443770258944,15,21141.76,,0.0,116,0
443770259200,15,21141.76,,0.13671875,116,0
443770259456,15,21141.76,,0.06640625,116,0
443770259712,15,21141.76,,0.01953125,116,0
443770259968,15,21141.76,,0.0,115,0
443770260224,15,21141.76,,0.015625,115,0
443770260480,14,19176.32,,0.015625,115,0
443770260736,14,19176.32,,0.0,115,0
443770260992,13,19176.32,,0.0,115,0
443770261248,13,19999.68,,0.015625,115,0
443770261504,14,19999.68,,0.0,113,0
443770261760,14,19999.68,,0.0,113,0
443770262016,14,18525.6,,0.015625,112,0
443770262272,14,18525.6,,0.0,111,0
443770262528,14,18525.6,,0.0,109,0
443770262784,14,17556.16,,0.015625,105,0
443770263040,14,17556.16,,0.0,103,0
443770263296,15,17556.16,,0.0,100,0
443770263552,15,17556.16,,0.015625,99,0
443770263808,15,16546.88,,0.0,99,0
443770264064,15,16546.88,,0.0,99,0
443770264320,15,16546.88,,0.015625,98,0
443770264576,15,14063.519999999999,,0.015625,97,0
443770264832,15,14063.519999999999,,0.0,97,0
443770265088,15,14063.519999999999,,0.09765625,97,0
443770265344,16,13014.4,,0.0859375,100,0
443770265600,16,13014.4,,0.15234375,102,0
443770265856,16,13014.4,,0.07421875,105,0
443770266112,17,13784.64,,0.0625,107,0
443770266368,18,13784.64,,0.08203125,107,0
443770266624,19,13784.64,,0.2734375,110,0
443770266880,19,14143.199999999999,,0.1953125,111,0
443770267136,19,14143.199999999999,,0.2265625,113,0
443770267392,19,14143.199999999999,,0.1953125,113,0
443770267648,19,14143.199999999999,,0.19921875,113,0
443770267904,19,15643.84,,0.16015625,113,0
443770268160,19,15643.84,,0.14453125,111,0
443770268416,18,15643.84,,0.05859375,110,0
443770268672,18,15643.84,,0.10546875,110,0
443770268928,18,15922.72,,0.19140625,109,0
443770269184,18,15922.72,,0.19921875,108,0
443770269440,18,15922.72,,0.16015625,108,0
443770269696,18,15922.72,,0.14453125,108,0
443770269952,18,15922.72,,0.1171875,109,0
443770270208,18,19415.36,,0.08984375,110,0
443770270464,17,19415.36,,0.0546875,110,0
443770270720,17,19720.8,,0.015625,110,0
443770270976,17,19720.8,,0.0234375,109,0
443770271232,17,19720.8,,0.0625,109,0
443770271488,17,19720.8,,0.0703125,109,0
443770271744,17,19720.8,,0.046875,108,0
443770272000,17,18791.2,,0.03515625,107,0
443770272256,16,18791.2,,0.015625,107,0
443770272512,16,18791.2,,0.015625,107,0
443770272768,16,18791.2,,0.0,107,0
443770273024,16,18167.04,,0.015625,107,0
443770273280,16,18167.04,,0.0234375,104,0
443770273536,16,18167.04,,0.1015625,103,0
443770273792,16,18167.04,,0.03125,101,0
443770274048,16,18167.04,,0.0390625,99,0
443770274304,15,16918.719999999998,,0.09375,98,0
443770274560,15,16918.719999999998,,0.0859375,96,0
443770274816,14,16918.719999999998,,0.0625,94,0
443770275072,14,16918.719999999998,,0.05859375,93,0
443770275328,14,16918.719999999998,,0.03515625,91,0
443770275584,14,15604.0,,0.0390625,90,0
443770275840,14,15604.0,,0.015625,89,0
443770276096,14,15604.0,,0.03515625,90,0
443770276352,14,15604.0,,0.046875,91,0
443770276608,14,15604.0,,0.015625,90,0
443770276864,14,15604.0,,0.0,89,0
443770277120,14,14116.64,,0.03125,88,0
443770277376,14,14116.64,,0.1015625,88,0
443770277632,13,14116.64,,0.0390625,88,0
443770277888,13,14116.64,,0.01953125,90,0
443770278144,13,12443.359999999999,,0.0390625,90,0
443770278400,13,12443.359999999999,,0.0390625,91,0
443770278656,13,12443.359999999999,,0.0,91,0
443770278912,13,12443.359999999999,,0.0859375,91,0
443770279168,13,11434.08,,0.01953125,91,0
443770279424,13,11434.08,,0.03515625,91,0
443770279680,13,11434.08,,0.0390625,95,0
443770279936,13,11434.08,,0.08203125,98,0
443770280192,13,11434.08,,0.046875,99,0
443770280448,13,11434.08,,0.0,100,0
443770280704,13,11553.599999999999,,0.0,100,0
443770280960,13,11553.599999999999,,0.015625,100,0
443770281216,13,11553.599999999999,,0.05078125,100,0
443770281472,12,11553.599999999999,,0.05859375,101,0
443770281728,12,11553.599999999999,,0.01953125,102,0
443770281984,12,11553.599999999999,,0.0,103,0
443770282240,13,11553.599999999999,,0.015625,104,0
443770282496,12,11540.32,,0.03125,104,0
443770282752,12,11540.32,,0.05078125,104,0
443770283008,11,11540.32,,0.0859375,103,0
443770283264,11,11540.32,,0.15234375,103,0
443770283520,11,11540.32,,0.05078125,103,0
443770283776,11,11540.32,,0.0625,104,0
443770284032,11,11540.32,,0.078125,104,0
443770284288,11,11819.199999999999,,0.16796875,104,0
443770284544,11,11819.199999999999,,0.0703125,103,0
443770284800,11,11819.199999999999,,0.1484375,102,0
443770285056,11,11819.199999999999,,0.19140625,101,0
443770285312,11,11819.199999999999,,0.125,102,0
443770285568,11,11819.199999999999,,0.0546875,103,0
443770285824,11,11580.16,,0.03515625,103,0
443770286080,10,11580.16,,0.08984375,103,0
443770286336,10,11580.16,,0.140625,103,0
443770286592,10,11580.16,,0.12109375,104,0
443770286848,10,11580.16,,0.140625,105,0
443770287104,10,11580.16,,0.19921875,105,0
443770287360,10,12828.48,,0.23828125,104,0
443770287616,10,12828.48,,0.2109375,103,0
443770287872,10,12828.48,,0.078125,103,0
443770288128,11,12881.599999999999,,0.03515625,103,0
443770288384,11,12881.599999999999,,0.15625,103,0
443770288640,11,12881.599999999999,,0.0703125,102,0
443770288896,10,12881.599999999999,,0.15234375,101,0
443770289152,10,13904.16,,0.03515625,101,0
443770289408,10,13904.16,,0.02734375,101,0
443770289664,10,13904.16,,0.046875,101,0
443770289920,11,14302.56,,0.078125,99,0
443770290176,11,14302.56,,0.0234375,99,0
443770290432,11,14302.56,,0.03515625,97,0
443770290688,11,14302.56,,0.03515625,98,0
443770290944,11,14302.56,,0.140625,101,0
443770291200,11,14302.56,,0.3515625,103,0
443770291456,11,20504.32,,0.23828125,103,0
443770291712,12,20504.32,,0.08984375,105,0
443770291968,12,20504.32,,0.15234375,107,0
443770292224,12,20504.32,,0.14453125,109,0
443770292480,12,20504.32,,0.109375,110,0
443770292736,12,22376.8,,0.09375,111,0
443770292992,12,22376.8,,0.04296875,112,0
443770293248,12,22376.8,,0.02734375,111,0
443770293504,13,22376.8,,0.015625,112,0
443770293760,13,22376.8,,0.03125,112,0
443770294016,13,22376.8,,0.06640625,113,0
443770294272,12,22376.8,,0.06640625,114,0
443770294528,12,22376.8,,0.03125,114,0
443770294784,12,20902.719999999998,,0.01953125,114,0
443770295040,12,20902.719999999998,,0.0234375,114,0
443770295296,12,20902.719999999998,,0.01953125,114,0
443770295552,12,20902.719999999998,,0.05078125,113,0
443770295808,12,20902.719999999998,,0.0390625,112,0
443770296064,12,20902.719999999998,,0.0234375,112,0
443770296320,12,20902.719999999998,,0.1015625,110,0
443770296576,12,20424.64,,0.08203125,108,0
443770296832,11,20424.64,,0.08984375,103,0
443770297088,11,20424.64,,0.17578125,101,0
443770297344,11,20424.64,,0.11328125,99,0
443770297600,11,20424.64,,0.125,98,0
443770297856,11,20424.64,,0.02734375,98,0
443770298112,11,20424.64,,0.01953125,98,0
443770298368,11,20424.64,,0.015625,99,0
443770298624,11,20424.64,,0.046875,99,0
443770298880,11,20424.64,,0.07421875,100,0
443770299136,11,18645.12,,0.10546875,101,0
443770299392,10,18645.12,,0.08984375,101,0
443770299648,10,18645.12,,0.17578125,101,0
443770299904,10,18645.12,,0.18359375,101,0
443770300160,10,18645.12,,0.046875,100,0
443770300416,10,18645.12,,0.01953125,100,0
443770300672,10,18645.12,,0.015625,99,0
443770300928,10,18645.12,,0.02734375,99,0
443770301184,10,18645.12,,0.03515625,98,0
443770301440,10,18645.12,,0.05859375,99,0
443770301696,10,18645.12,,0.05078125,101,0
443770301952,10,18645.12,,0.05859375,102,0
443770302208,10,18645.12,,0.125,103,0
443770302464,10,18645.12,,0.14453125,102,0
443770302720,9,18220.16,,0.09765625,102,0
443770302976,9,18220.16,,0.17578125,101,0
443770303232,8,18220.16,,0.14453125,101,0
443770303488,8,18220.16,,0.05078125,102,0
443770303744,8,18220.16,,0.0234375,103,0
443770304000,8,18220.16,,0.0859375,104,0
443770304256,8,18220.16,,0.171875,104,0
443770304512,8,17768.64,,0.09375,103,0
443770304768,8,17768.64,,0.0703125,103,0
443770305024,7,17768.64,,0.125,104,0
443770305280,7,17768.64,,0.07421875,104,0
443770305536,7,17768.64,,0.0234375,105,0
443770305792,7,14833.759999999998,,0.109375,105,0
443770306048,7,14833.759999999998,,0.07421875,105,0
443770306304,7,14833.759999999998,,0.08203125,105,0
443770306560,7,14833.759999999998,,0.10546875,105,0
443770306816,7,14833.759999999998,,0.03515625,106,0
443770307072,7,14833.759999999998,,0.0234375,109,0
443770307328,7,14833.759999999998,,0.0234375,110,0
443770307584,7,14833.759999999998,,0.09375,110,0
443770307840,7,13333.119999999999,,0.09765625,110,0
443770308096,7,13333.119999999999,,0.1015625,110,0
443770308352,7,13333.119999999999,,0.0859375,110,0
443770308608,7,14315.84,,0.14453125,110,0
443770308864,7,14315.84,,0.0390625,110,0
443770309120,8,14315.84,,0.19140625,110,0
443770309376,8,14315.84,,0.0625,110,0
443770309632,8,15032.96,,0.125,110,0
443770309888,8,15032.96,,0.140625,109,0
443770310144,8,15032.96,,0.16796875,109,0
443770310400,8,15032.96,,0.06640625,109,0
443770310656,8,16958.559999999998,,0.02734375,108,0
443770310912,9,16958.559999999998,,0.03125,108,0
443770311168,9,16958.559999999998,,0.1015625,107,0
443770311424,9,16958.559999999998,,0.0546875,106,0
443770311680,9,16958.559999999998,,0.1796875,105,0
443770311936,10,17343.68,,0.06640625,105,0
443770312192,11,17343.68,,0.0703125,105,0
443770312448,11,17343.68,,0.12890625,106,0
443770312704,12,17343.68,,0.12890625,106,0
443770312960,12,17343.68,,0.07421875,106,0
443770313216,12,17343.68,,0.15234375,107,0
443770313472,12,18260.0,,0.11328125,111,0
443770313728,12,18260.0,,0.1796875,112,0
443770313984,12,18260.0,,0.15234375,113,0
443770314240,12,18260.0,,0.1015625,114,0
443770314496,12,18047.52,,0.1640625,114,0
443770314752,12,18047.52,,0.2578125,115,0
443770315008,12,18047.52,,0.1171875,115,0
443770315264,12,18047.52,,0.0234375,116,0
443770315520,12,20358.239999999998,,0.01953125,117,0
443770315776,13,20358.239999999998,,0.03515625,118,0
443770316032,13,20358.239999999998,,0.1484375,119,0
443770316288,14,20358.239999999998,,0.05078125,119,0
443770316544,14,20358.239999999998,,0.109375,120,0
443770316800,13,21327.68,,0.1015625,120,0
443770317056,13,21327.68,,0.0546875,118,0
443770317312,13,21327.68,,0.17578125,117,0
443770317568,13,20039.52,,0.0390625,114,0
443770317824,13,20039.52,,0.02734375,113,0
443770318080,13,20039.52,,0.01953125,111,0
443770318336,14,19123.2,,0.015625,111,0
443770318592,14,19123.2,,0.015625,108,0
443770318848,14,19123.2,,0.01953125,105,0
443770319104,14,19123.2,,0.015625,104,0
443770319360,14,19123.2,,0.015625,103,0
443770319616,14,19123.2,,0.02734375,105,0
443770319872,14,18246.719999999998,,0.08984375,107,0
443770320128,14,18246.719999999998,,0.04296875,107,0
443770320384,14,18246.719999999998,,0.05078125,108,0
443770320640,13,18246.719999999998,,0.04296875,108,0
443770320896,14,17981.12,,0.015625,108,0
443770321152,14,17981.12,,0.015625,108,0
443770321408,14,17981.12,,0.015625,109,0
443770321664,15,17981.12,,0.015625,109,0
443770321920,15,17981.12,,0.015625,108,0
443770322176,14,16002.4,,0.0,107,0
443770322432,14,16002.4,,0.10546875,107,0
443770322688,14,16002.4,,0.14453125,107,0
443770322944,14,16002.4,,0.046875,108,0
443770323200,14,17503.04,,0.08203125,110,0
443770323456,14,17503.04,,0.109375,112,0
443770323712,14,17503.04,,0.19921875,113,0
443770323968,14,17503.04,,0.12890625,115,0
443770324224,14,17503.04,,0.1171875,116,0
443770324480,14,17503.04,,0.0859375,117,0
443770324736,14,17396.8,,0.0234375,117,0
443770324992,14,17396.8,,0.015625,117,0
443770325248,14,17396.8,,0.0,117,0
443770325504,13,17396.8,,0.0234375,115,0
443770325760,13,17396.8,,0.015625,115,0
443770326016,13,16387.52,,0.0,113,0
443770326272,13,16387.52,,0.015625,111,0
443770326528,13,16387.52,,0.0546875,110,0
443770326784,12,16387.52,,0.07421875,109,0
443770327040,12,16387.52,,0.0390625,109,0
443770327296,12,15962.56,,0.02734375,108,0
443770327552,12,15962.56,,0.11328125,108,0
443770327808,12,15962.56,,0.0390625,103,0
443770328064,12,15962.56,,0.015625,102,0
443770328320,12,15962.56,,0.0,101,0
443770328576,12,15962.56,,0.015625,100,0
443770328832,12,15763.359999999999,,0.015625,99,0
443770329088,12,15763.359999999999,,0.0,99,0
443770329344,12,15763.359999999999,,0.015625,98,0
443770329600,12,15763.359999999999,,0.06640625,98,0
443770329856,12,16321.119999999999,,0.04296875,97,0
443770330112,12,16321.119999999999,,0.07421875,95,0
443770330368,12,16321.119999999999,,0.16015625,95,0
443770330624,12,17981.12,,0.05859375,95,0
443770330880,12,17981.12,,0.09765625,96,0
443770331136,13,17981.12,,0.08203125,96,0
443770331392,13,17981.12,,0.02734375,98,0
443770331648,13,16799.2,,0.02734375,99,0
443770331904,13,16799.2,,0.08984375,99,0
443770332160,13,16799.2,,0.10546875,98,0
443770332416,13,16799.2,,0.1015625,99,0
443770332672,13,15232.16,,0.078125,101,0
443770332928,13,15232.16,,0.05859375,102,0
443770333184,13,15232.16,,0.20703125,104,0
443770333440,13,15232.16,,0.16015625,104,0
443770333696,13,15232.16,,0.203125,105,0
443770333952,13,15232.16,,0.08984375,108,0
443770334208,13,15391.519999999999,,0.15234375,110,0
443770334464,13,15391.519999999999,,0.07421875,111,0
443770334720,13,15391.519999999999,,0.0703125,114,0
443770334976,13,15391.519999999999,,0.140625,116,0
443770335232,13,15391.519999999999,,0.0625,119,0
443770335488,13,17888.16,,0.06640625,121,0
443770335744,13,17888.16,,0.0390625,121,0
443770336000,13,17888.16,,0.0703125,119,0
443770336256,13,17888.16,,0.0703125,119,0
443770336512,13,17635.84,,0.12890625,119,0
443770336768,13,17635.84,,0.0390625,119,0
443770337024,14,17635.84,,0.0703125,118,0
443770337280,14,17635.84,,0.07421875,117,0
443770337536,14,17635.84,,0.1171875,116,0
443770337792,14,16002.4,,0.03125,115,0
443770338048,14,16002.4,,0.01953125,113,0
443770338304,14,16268.0,,0.02734375,111,0
443770338560,14,16268.0,,0.03125,109,0
443770338816,14,16268.0,,0.0390625,108,0
443770339072,14,16268.0,,0.04296875,106,0
443770339328,14,16985.12,,0.05859375,106,0
443770339584,14,16985.12,,0.07421875,105,0
443770339840,14,16985.12,,0.09375,104,0
443770340096,14,17914.719999999998,,0.109375,103,0
443770340352,14,17914.719999999998,,0.109375,103,0
443770340608,14,17914.719999999998,,0.1640625,104,0
443770340864,14,17914.719999999998,,0.125,105,0
443770341120,14,17914.719999999998,,0.08203125,106,0
443770341376,14,17914.719999999998,,0.0,108,0
443770341632,14,19468.48,,0.0234375,108,0
443770341888,14,19468.48,,0.04296875,107,0
443770342144,14,19468.48,,0.02734375,107,0
443770342400,15,19468.48,,0.1015625,107,0
443770342656,15,19468.48,,0.0625,107,0
443770342912,15,15975.839999999998,,0.09375,107,0
443770343168,14,15975.839999999998,,0.0859375,107,0
443770343424,14,15975.839999999998,,0.02734375,105,0
443770343680,14,15975.839999999998,,0.0234375,105,0
443770343936,14,15975.839999999998,,0.0546875,108,0
443770344192,14,15975.839999999998,,0.02734375,110,0
443770344448,14,17795.2,,0.02734375,110,0
443770344704,14,17795.2,,0.046875,108,0
443770344960,14,17795.2,,0.06640625,107,0
443770345216,13,17795.2,,0.08203125,104,0
443770345472,13,17795.2,,0.05859375,102,0
443770345728,13,17795.2,,0.078125,102,0
443770345984,14,17795.2,,0.0234375,102,0
443770346240,14,17795.2,,0.1015625,102,0
443770346496,14,17795.2,,0.07421875,101,0
443770346752,13,17795.2,,0.0859375,102,0
443770347008,13,17795.2,,0.03125,103,0
443770347264,13,17795.2,,0.0234375,107,0
443770347520,13,15205.599999999999,,0.1328125,110,0
443770347776,12,15205.599999999999,,0.15234375,112,0
443770348032,11,15205.599999999999,,0.22265625,112,0
443770348288,11,15205.599999999999,,0.265625,112,0
443770348544,11,15763.359999999999,,0.05078125,112,0
443770348800,10,15763.359999999999,,0.02734375,112,0
