time [s/256],breathing_rate [rpm](/api/datatype/33/),minute_ventilation [mL/min](/api/datatype/36/),sleep_position [NA](/api/datatype/270/),activity [g](/api/datatype/49/),heart_rate [bpm](/api/datatype/19/),cadence [spm](/api/datatype/53/)
443770207744,23,40809.439999999995,,0.0390625,93,0
443770208000,23,40809.439999999995,,0.12109375,93,0
443770208256,23,40185.28,,0.12109375,92,0
443770208512,23,40185.28,,0.1640625,92,0
443770208768,24,40185.28,,0.13671875,93,0
443770209024,24,45244.96,,0.09375,95,0
443770209280,24,45244.96,,0.0703125,97,0
443770209536,24,45244.96,,0.1171875,99,0
443770209792,23,45244.96,,0.078125,101,0
443770210048,23,40809.439999999995,,0.0390625,103,0
443770210304,22,40809.439999999995,,0.0625,106,0
443770210560,21,35816.159999999996,,0.1328125,107,0
443770210816,21,35816.159999999996,,0.125,108,0
443770211072,21,35816.159999999996,,0.1171875,108,0
443770211328,21,39401.759999999995,,0.08203125,109,0
443770211584,21,39401.759999999995,,0.109375,109,0
443770211840,21,39401.759999999995,,0.1484375,108,0
443770212096,21,39401.759999999995,,0.1484375,107,0
443770212352,21,39401.759999999995,,0.05859375,107,0
443770212608,21,39401.759999999995,,0.10546875,107,0
443770212864,21,39401.759999999995,,0.22265625,107,0
443770213120,21,32522.719999999998,,0.0859375,107,0
443770213376,19,32522.719999999998,,0.125,107,0
443770213632,17,32522.719999999998,,0.19140625,107,0
443770213888,17,31898.559999999998,,0.05078125,108,0
443770214144,17,31898.559999999998,,0.05078125,109,0
443770214400,17,37210.56,,0.0546875,111,0
443770214656,17,37210.56,,0.078125,112,0
443770214912,17,37210.56,,0.16015625,112,0
443770215168,17,37210.56,,0.19140625,112,0
443770215424,17,31898.559999999998,,0.2265625,112,0
443770215680,17,31898.559999999998,,0.171875,112,0
443770215936,17,33040.64,,0.18359375,111,0
443770216192,17,33040.64,,0.03125,110,0
443770216448,18,31540.0,,0.15625,109,0
443770216704,18,31540.0,,0.078125,109,0
443770216960,18,32721.92,,0.09765625,109,0
443770217216,18,32721.92,,0.0390625,110,0
443770217472,19,43757.6,,0.0234375,109,0
443770217728,22,43757.6,,0.0234375,107,0
443770217984,24,43757.6,,0.01953125,106,0
443770218240,24,44474.72,,0.015625,105,0
443770218496,24,44474.72,,0.0234375,104,0
443770218752,24,40942.24,,0.015625,103,0
443770219008,24,40942.24,,0.015625,103,0
443770219264,25,44687.2,,0.015625,101,0
443770219520,27,44687.2,,0.0234375,100,0
443770219776,28,45643.36,,0.015625,98,0
443770220032,28,45643.36,,0.0390625,97,0
443770220288,28,45324.64,,0.05859375,97,0
443770220544,28,45324.64,,0.0625,97,0
443770220800,28,45324.64,,0.1015625,97,0
443770221056,29,45324.64,,0.1484375,97,0
443770221312,28,42376.479999999996,,0.078125,97,0
443770221568,27,42376.479999999996,,0.14453125,97,0
443770221824,26,37980.799999999996,,0.22265625,98,0
443770222080,25,37980.799999999996,,0.171875,100,0
443770222336,25,37980.799999999996,,0.078125,101,0
443770222592,25,38578.4,,0.12109375,104,0
443770222848,25,38578.4,,0.109375,106,0
443770223104,25,38578.4,,0.04296875,108,0
443770223360,25,39308.799999999996,,0.01953125,108,0
443770223616,24,39308.799999999996,,0.015625,107,0
443770223872,23,39136.159999999996,,0.015625,106,0
443770224128,23,39136.159999999996,,0.02734375,104,0
443770224384,23,39136.159999999996,,0.05859375,102,0
443770224640,23,37369.92,,0.08984375,100,0
443770224896,23,37595.68,,0.1015625,98,0
443770225152,23,37595.68,,0.04296875,96,0
443770225408,22,37595.68,,0.06640625,95,0
443770225664,22,37595.68,,0.11328125,94,0
443770225920,22,37595.68,,0.125,94,0
443770226176,23,37595.68,,0.07421875,95,0
443770226432,23,37595.68,,0.10546875,95,0
443770226688,22,35045.92,,0.0234375,94,0
443770226944,21,35045.92,,0.0,93,0
443770227200,20,35045.92,,0.01953125,94,0
443770227456,19,35138.88,,0.015625,94,0
443770227712,19,35138.88,,0.05859375,94,0
443770227968,19,32575.84,,0.1015625,93,0
443770228224,19,32575.84,,0.0625,92,0
443770228480,20,32575.84,,0.05078125,91,0
443770228736,20,29375.359999999997,,0.078125,90,0
443770228992,20,29375.359999999997,,0.03125,89,0
443770229248,20,29123.039999999997,,0.12890625,89,0
443770229504,20,29123.039999999997,,0.07421875,91,0
443770229760,20,31845.44,,0.125,91,0
443770230016,20,31845.44,,0.046875,91,0
443770230272,20,30836.16,,0.12109375,91,0
443770230528,20,30836.16,,0.15625,91,0
443770230784,21,31327.519999999997,,0.0625,91,0
443770231040,24,33890.56,,0.03125,92,0
443770231296,28,33890.56,,0.0234375,92,0
443770231552,30,33890.56,,0.1328125,93,0
443770231808,30,33890.56,,0.15234375,93,0
443770232064,29,39441.6,,0.11328125,93,0
443770232320,28,39441.6,,0.04296875,94,0
443770232576,27,39441.6,,0.13671875,95,0
443770232832,26,41579.68,,0.12890625,96,0
443770233088,26,42349.92,,0.16015625,97,0
443770233344,27,42349.92,,0.1171875,99,0
443770233600,27,42708.479999999996,,0.23046875,100,0
443770233856,28,42708.479999999996,,0.2109375,101,0
443770234112,29,42588.96,,0.1328125,102,0
443770234368,29,42588.96,,0.17578125,103,0
443770234624,30,42588.96,,0.07421875,103,0
443770234880,29,37608.96,,0.109375,104,0
443770235136,28,36652.799999999996,,0.09765625,104,0
443770235392,27,36652.799999999996,,0.11328125,105,0
443770235648,28,34222.56,,0.1015625,105,0
443770235904,30,40782.88,,0.11328125,106,0
443770236160,32,40782.88,,0.05859375,108,0
443770236416,33,41646.079999999994,,0.05078125,109,0
443770236672,33,41646.079999999994,,0.09375,110,0
443770236928,33,43120.159999999996,,0.046875,111,0
443770237184,32,46028.479999999996,,0.17578125,113,0
443770237440,32,46028.479999999996,,0.1484375,114,0
443770237696,32,46028.479999999996,,0.15234375,113,0
443770237952,32,46028.479999999996,,0.2421875,113,0
443770238208,32,47449.439999999995,,0.17578125,113,0
443770238464,32,47449.439999999995,,0.12890625,113,0
443770238720,31,48232.96,,0.17578125,113,0
443770238976,30,48232.96,,0.19140625,114,0
443770239232,29,45311.36,,0.04296875,113,0
443770239488,29,45311.36,,0.08203125,113,0
443770239744,29,45311.36,,0.05859375,113,0
443770240000,29,42442.88,,0.01953125,114,0
443770240256,27,42442.88,,0.05078125,114,0
443770240512,26,42442.88,,0.03125,114,0
443770240768,26,42442.88,,0.0390625,114,0
443770241024,26,40318.079999999994,,0.0390625,113,0
443770241280,25,40318.079999999994,,0.046875,112,0
443770241536,24,36705.92,,0.07421875,112,0
443770241792,23,36705.92,,0.19140625,112,0
443770242048,23,36546.56,,0.1953125,110,0
443770242304,23,36546.56,,0.05859375,109,0
443770242560,23,37555.84,,0.17578125,108,0
443770242816,23,37555.84,,0.0625,107,0
443770243072,24,37555.84,,0.125,106,0
443770243328,24,42137.439999999995,,0.08203125,105,0
443770243584,24,42137.439999999995,,0.21484375,105,0
443770243840,24,42137.439999999995,,0.15625,104,0
443770244096,23,42243.68,,0.08984375,104,0
443770244352,23,42243.68,,0.0234375,105,0
443770244608,23,42243.68,,0.01953125,106,0
443770244864,23,42243.68,,0.01953125,107,0
443770245120,23,36759.04,,0.01953125,107,0
443770245376,22,36759.04,,0.0703125,107,0
443770245632,22,36878.56,,0.046875,106,0
443770245888,22,36878.56,,0.1015625,106,0
443770246144,23,40065.759999999995,,0.05859375,105,0
443770246400,23,40065.759999999995,,0.05859375,103,0
443770246656,23,40065.759999999995,,0.05078125,103,0
443770246912,23,41314.079999999994,,0.015625,103,0
443770247168,22,41314.079999999994,,0.0859375,103,0
443770247424,22,41314.079999999994,,0.1953125,103,0
443770247680,22,40636.799999999996,,0.2421875,101,0
443770247936,22,40636.799999999996,,0.29296875,100,0
443770248192,21,40636.799999999996,,0.06640625,100,0
443770248448,21,41473.439999999995,,0.0390625,99,0
443770248704,21,41473.439999999995,,0.09765625,97,0
443770248960,21,41473.439999999995,,0.046875,96,0
443770249216,22,41473.439999999995,,0.02734375,94,0
443770249472,22,41473.439999999995,,0.0234375,91,0
443770249728,21,34222.56,,0.125,90,0
443770249984,20,34222.56,,0.22265625,90,0
443770250240,19,36812.159999999996,,0.22265625,91,0
443770250496,19,36812.159999999996,,0.33984375,91,0
443770250752,20,36812.159999999996,,0.05078125,91,0
443770251008,20,41274.24,,0.01953125,92,0
443770251264,20,41274.24,,0.015625,92,0
443770251520,20,37967.52,,0.1875,92,0
443770251776,19,37967.52,,0.15625,94,0
443770252032,19,37967.52,,0.12890625,95,0
443770252288,19,37967.52,,0.0625,98,0
443770252544,19,35683.36,,0.03515625,99,0
443770252800,19,35683.36,,0.05078125,99,0
443770253056,19,35683.36,,0.0390625,99,0
443770253312,19,37303.52,,0.046875,99,0
443770253568,19,37303.52,,0.17578125,99,0
443770253824,19,37303.52,,0.14453125,99,0
443770254080,18,33000.799999999996,,0.1015625,100,0
443770254336,18,33000.799999999996,,0.13671875,100,0
443770254592,19,39547.84,,0.05078125,100,0
443770254848,20,39547.84,,0.05078125,100,0
443770255104,22,38910.4,,0.140625,99,0
443770255360,23,38910.4,,0.125,98,0
443770255616,23,38910.4,,0.13671875,97,0
443770255872,22,38737.759999999995,,0.07421875,97,0
443770256128,22,38737.759999999995,,0.01953125,95,0
443770256384,22,38737.759999999995,,0.06640625,94,0
443770256640,22,36931.68,,0.1328125,94,0
443770256896,21,36931.68,,0.11328125,94,0
443770257152,21,36931.68,,0.18359375,94,0
443770257408,21,36931.68,,0.1015625,94,0
443770257664,21,42735.04,,0.015625,92,0
443770257920,20,42735.04,,0.0,90,0
443770258176,20,42615.52,,0.02734375,88,0
443770258432,21,42615.52,,0.109375,87,0
443770258688,21,42615.52,,0.171875,86,0
443770258944,22,42615.52,,0.0703125,87,0
443770259200,22,42615.52,,0.1328125,88,0
443770259456,21,36679.36,,0.203125,89,0
443770259712,20,36679.36,,0.25390625,89,0
443770259968,20,36679.36,,0.19140625,89,0
443770260224,20,36679.36,,0.09765625,88,0
443770260480,19,36028.64,,0.05078125,90,0
443770260736,19,36028.64,,0.10546875,92,0
443770260992,18,36480.159999999996,,0.0234375,95,0
443770261248,18,36480.159999999996,,0.0,95,0
443770261504,18,36480.159999999996,,0.0,92,0
443770261760,18,29946.399999999998,,0.0,91,0
443770262016,18,29946.399999999998,,0.0,89,0
443770262272,18,29946.399999999998,,0.0,87,0
443770262528,18,30902.559999999998,,0.0703125,86,0
443770262784,18,30902.559999999998,,0.05078125,85,0
443770263040,19,30902.559999999998,,0.078125,85,0
443770263296,19,30902.559999999998,,0.02734375,85,0
443770263552,19,26493.6,,0.03125,84,0
443770263808,19,26493.6,,0.02734375,83,0
443770264064,19,26493.6,,0.1484375,82,0
443770264320,18,26493.6,,0.09765625,82,0
443770264576,18,26493.6,,0.09765625,83,0
443770264832,18,25046.079999999998,,0.0546875,86,0
443770265088,17,25046.079999999998,,0.01953125,87,0
443770265344,17,27476.32,,0.06640625,88,0
443770265600,18,27476.32,,0.15234375,88,0
443770265856,19,30105.76,,0.0234375,87,0
443770266112,20,30105.76,,0.03515625,87,0
443770266368,20,28751.199999999997,,0.19140625,88,0
443770266624,20,28751.199999999997,,0.01953125,88,0
443770266880,20,31261.12,,0.015625,89,0
443770267136,21,31261.12,5.0,0.01953125,88,0
443770267392,21,32496.16,,0.05859375,87,0
443770267648,21,32496.16,,0.0234375,85,0
443770267904,22,31619.68,,0.02734375,83,0
443770268160,23,31619.68,,0.04296875,83,0
443770268416,24,31619.68,,0.01953125,82,0
443770268672,25,34182.72,2.0,0.03125,83,0
443770268928,27,34182.72,,0.0546875,84,0
443770269184,28,36121.6,,0.02734375,84,0
443770269440,28,36121.6,,0.05078125,85,0
443770269696,28,36121.6,,0.01953125,85,0
443770269952,27,39308.799999999996,,0.05078125,88,0
443770270208,27,39308.799999999996,,0.0234375,89,0
443770270464,26,39308.799999999996,,0.015625,90,0
443770270720,26,39308.799999999996,,0.0,91,0
443770270976,26,39308.799999999996,,0.015625,90,0
443770271232,25,31208.0,,0.02734375,89,0
443770271488,24,31208.0,,0.015625,89,0
443770271744,22,31208.0,,0.0,88,0
443770272000,22,31500.16,,0.015625,88,0
443770272256,21,31500.16,,0.015625,88,0
443770272512,21,30437.76,,0.015625,88,0
443770272768,21,30437.76,,0.04296875,88,0
443770273024,21,30039.359999999997,,0.05078125,87,0
443770273280,21,30039.359999999997,,0.0234375,87,0
443770273536,21,30703.359999999997,,0.03515625,87,0
443770273792,21,30703.359999999997,,0.12109375,88,0
443770274048,21,30703.359999999997,,0.09375,88,0
443770274304,21,30703.359999999997,,0.04296875,90,0
443770274560,21,29229.28,,0.01953125,90,0
443770274816,20,29229.28,,0.01953125,91,0
443770275072,20,29229.28,,0.015625,92,0
443770275328,19,24076.64,,0.015625,92,0
443770275584,20,24076.64,,0.0,93,0
443770275840,20,24076.64,,0.0,94,0
443770276096,20,29840.16,,0.015625,94,0
443770276352,21,29840.16,,0.015625,94,0
443770276608,22,28113.76,,0.08984375,94,0
443770276864,22,28113.76,,0.19921875,95,0
443770277120,23,28113.76,5.0,0.0390625,95,0
443770277376,23,33425.759999999995,,0.03125,95,0
443770277632,22,33425.759999999995,,0.0390625,94,0
443770277888,22,31699.359999999997,,0.0234375,93,0
443770278144,22,31699.359999999997,,0.02734375,92,0
443770278400,22,31699.359999999997,,0.01953125,91,0
443770278656,22,30225.28,,0.01953125,90,0
443770278912,22,30225.28,,0.0234375,90,0
443770279168,22,29840.16,,0.015625,90,0
443770279424,23,29840.16,,0.015625,90,0
443770279680,23,29840.16,,0.015625,90,0
443770279936,23,30942.399999999998,,0.0546875,90,0
443770280192,23,30942.399999999998,,0.0234375,90,0
443770280448,23,32987.52,,0.02734375,90,0
443770280704,24,32987.52,,0.03515625,91,0
443770280960,25,32987.52,,0.02734375,92,0
443770281216,25,32509.44,,0.046875,92,0
443770281472,24,32509.44,,0.05078125,94,0
443770281728,24,28565.28,,0.01953125,94,0
443770281984,24,28565.28,,0.0,94,0
443770282240,24,29123.039999999997,,0.015625,93,0
443770282496,24,29123.039999999997,,0.09375,92,0
443770282752,25,30942.399999999998,,0.09375,92,0
443770283008,25,30942.399999999998,,0.02734375,92,0
443770283264,25,31393.92,,0.07421875,91,0
443770283520,26,31393.92,2.0,0.15234375,90,0
443770283776,26,31393.92,,0.03515625,90,0
443770284032,26,33306.24,,0.0234375,89,0
443770284288,26,33306.24,,0.05859375,89,0
443770284544,26,33306.24,,0.05078125,89,0
443770284800,26,33306.24,,0.03125,90,0
443770285056,25,28605.12,,0.0625,91,0
443770285312,24,28605.12,,0.10546875,92,0
443770285568,22,28605.12,,0.16015625,92,0
443770285824,22,28605.12,,0.1875,93,0
443770286080,22,28605.12,,0.15625,95,0
443770286336,22,26998.239999999998,,0.02734375,96,0
443770286592,21,26998.239999999998,,0.03515625,98,0
443770286848,20,26440.48,,0.140625,99,0
443770287104,20,26440.48,,0.1328125,99,0
443770287360,20,26440.48,,0.0703125,99,0
443770287616,20,26440.48,,0.2578125,101,0
443770287872,20,30796.32,,0.1171875,102,0
443770288128,20,30796.32,,0.1484375,103,0
443770288384,19,30796.32,,0.09375,103,0
443770288640,19,31234.559999999998,,0.04296875,102,0
443770288896,19,31234.559999999998,,0.03515625,102,0
443770289152,19,31234.559999999998,,0.05078125,102,0
443770289408,18,31393.92,,0.0234375,102,0
443770289664,18,31393.92,,0.02734375,103,0
443770289920,17,31247.84,,0.0390625,103,0
443770290176,17,31247.84,,0.06640625,103,0
443770290432,18,31247.84,,0.11328125,104,0
443770290688,18,31247.84,,0.05859375,104,0
443770290944,18,33505.439999999995,,0.0546875,105,0
443770291200,18,33505.439999999995,,0.2421875,106,0
443770291456,19,33505.439999999995,3.0,0.23046875,108,0
443770291712,19,48033.759999999995,,0.2734375,108,0
443770291968,20,48033.759999999995,,0.1171875,109,0
443770292224,20,48033.759999999995,,0.046875,110,0
443770292480,20,45271.52,,0.02734375,110,0
443770292736,20,45271.52,,0.0390625,111,0
443770292992,20,45271.52,,0.03515625,112,0
443770293248,20,45271.52,,0.01953125,112,0
443770293504,20,45271.52,,0.02734375,111,0
443770293760,19,40251.68,,0.02734375,110,0
443770294016,19,40251.68,,0.01953125,108,0
443770294272,18,39919.68,,0.11328125,105,0
443770294528,18,39919.68,2.0,0.31640625,105,0
443770294784,19,47661.92,,0.23828125,104,0
443770295040,19,47661.92,,0.20703125,103,0
443770295296,20,47661.92,,0.1953125,103,0
443770295552,20,47661.92,,0.1875,104,0
443770295808,20,47661.92,,0.05859375,105,0
443770296064,20,45908.96,,0.04296875,106,0
443770296320,19,45908.96,,0.0859375,108,0
443770296576,18,45908.96,,0.02734375,110,0
443770296832,18,45908.96,,0.04296875,111,0
443770297088,18,43425.6,,0.02734375,111,0
443770297344,18,43425.6,,0.01953125,110,0
443770297600,18,43425.6,,0.0234375,109,0
443770297856,17,33239.84,,0.02734375,108,0
443770298112,17,33239.84,,0.0703125,108,0
443770298368,17,34488.159999999996,,0.15234375,108,0
443770298624,17,34488.159999999996,,0.11328125,108,0
443770298880,17,34488.159999999996,,0.0390625,108,0
443770299136,18,38498.72,,0.046875,109,0
443770299392,19,38498.72,,0.02734375,111,0
443770299648,20,45205.119999999995,,0.01953125,111,0
443770299904,20,45205.119999999995,,0.01953125,111,0
443770300160,20,45205.119999999995,,0.0,110,0
443770300416,20,35404.479999999996,,0.015625,108,0
443770300672,20,35404.479999999996,,0.0,106,0
443770300928,20,34156.159999999996,,0.0234375,105,0
443770301184,20,34156.159999999996,,0.0859375,103,0
443770301440,22,37608.96,,0.02734375,102,0
443770301696,23,37608.96,,0.04296875,100,0
443770301952,24,37608.96,,0.09765625,99,0
443770302208,24,37608.96,,0.0703125,99,0
443770302464,24,40065.759999999995,,0.08203125,99,0
443770302720,23,40065.759999999995,,0.046875,99,0
443770302976,22,40065.759999999995,,0.0703125,101,0
443770303232,22,40065.759999999995,,0.04296875,102,0
443770303488,22,40065.759999999995,,0.0234375,104,0
443770303744,22,40065.759999999995,,0.01953125,105,0
443770304000,22,41978.079999999994,,0.09375,107,0
443770304256,21,41978.079999999994,,0.19921875,107,0
443770304512,20,41978.079999999994,,0.1796875,108,0
443770304768,20,41978.079999999994,,0.16015625,108,0
443770305024,20,41978.079999999994,,0.15625,109,0
443770305280,20,41978.079999999994,,0.140625,110,0
443770305536,19,39481.439999999995,,0.09765625,111,0
443770305792,18,39481.439999999995,,0.05078125,111,0
443770306048,16,39481.439999999995,,0.15625,112,0
443770306304,16,39481.439999999995,,0.125,113,0
443770306560,16,39481.439999999995,,0.12890625,115,0
443770306816,16,39481.439999999995,,0.06640625,116,0
443770307072,16,39481.439999999995,,0.1171875,117,0
443770307328,16,34089.759999999995,,0.1171875,117,0
443770307584,15,34089.759999999995,,0.11328125,116,0
443770307840,14,34089.759999999995,,0.0234375,116,0
443770308096,14,33943.68,,0.0234375,117,0
443770308352,14,33943.68,,0.03125,117,0
443770308608,14,33943.68,,0.1640625,116,0
443770308864,14,33943.68,,0.0859375,116,0
443770309120,14,32721.92,,0.015625,114,0
443770309376,13,32721.92,,0.03515625,112,0
443770309632,13,32721.92,,0.0390625,111,0
443770309888,13,32137.6,,0.03515625,111,0
443770310144,13,32137.6,,0.03515625,110,0
443770310400,13,32137.6,,0.07421875,109,0
443770310656,12,32137.6,,0.125,108,0
443770310912,13,30225.28,,0.09375,107,0
443770311168,13,30225.28,,0.18359375,106,0
443770311424,13,28578.559999999998,,0.20703125,106,0
443770311680,14,28578.559999999998,,0.07421875,106,0
443770311936,14,28698.079999999998,,0.03515625,107,0
443770312192,16,28698.079999999998,,0.140625,109,0
443770312448,17,28698.079999999998,,0.0703125,112,0
443770312704,18,27542.719999999998,,0.04296875,114,0
443770312960,19,30557.28,,0.03125,114,0
443770313216,21,30557.28,,0.05859375,114,0
443770313472,23,33638.24,,0.0625,114,0
443770313728,24,33638.24,,0.15625,113,0
443770313984,25,38153.439999999995,,0.05078125,113,0
443770314240,25,38153.439999999995,,0.0703125,112,0
443770314496,26,38153.439999999995,,0.06640625,112,0
443770314752,26,38153.439999999995,,0.08984375,112,0
443770315008,26,39415.04,,0.20703125,112,0
443770315264,26,39415.04,,0.1953125,111,0
443770315520,26,39415.04,,0.1015625,112,0
443770315776,26,41632.799999999996,,0.02734375,112,0
443770316032,26,41632.799999999996,,0.03125,114,0
443770316288,25,38286.24,,0.02734375,114,0
443770316544,25,38286.24,,0.03125,114,0
443770316800,25,38618.24,,0.078125,113,0
443770317056,26,38618.24,,0.11328125,112,0
443770317312,26,37688.64,,0.0703125,112,0
443770317568,26,37436.32,,0.20703125,111,0
443770317824,26,37436.32,,0.21484375,110,0
443770318080,26,37436.32,,0.22265625,110,0
443770318336,26,37954.24,,0.046875,111,0
443770318592,25,37954.24,,0.03515625,112,0
443770318848,25,37954.24,,0.09765625,113,0
443770319104,25,36719.2,,0.02734375,114,0
443770319360,25,36719.2,,0.15234375,114,0
443770319616,25,36719.2,,0.11328125,114,0
443770319872,26,37861.28,,0.09765625,113,0
443770320128,26,37861.28,,0.07421875,112,0
443770320384,26,37861.28,,0.140625,110,0
443770320640,26,37861.28,,0.16015625,109,0
443770320896,26,34647.52,,0.0859375,109,0
443770321152,24,34647.52,,0.03515625,108,0
443770321408,23,34528.0,,0.0390625,108,0
443770321664,23,34528.0,,0.10546875,108,0
443770321920,23,33996.799999999996,,0.06640625,106,0
443770322176,22,33996.799999999996,,0.09375,106,0
443770322432,22,32416.48,,0.05859375,104,0
443770322688,23,32416.48,,0.1953125,104,0
443770322944,23,32416.48,,0.19140625,103,0
443770323200,23,35192.0,,0.2734375,103,0
443770323456,22,35192.0,,0.2578125,102,0
443770323712,22,35192.0,,0.3203125,102,0
443770323968,22,35192.0,,0.15234375,103,0
443770324224,22,33585.119999999995,,0.1484375,104,0
443770324480,22,31832.16,,0.25390625,106,0
443770324736,22,31832.16,,0.2421875,108,41
443770324992,22,31832.16,,0.16796875,110,68
443770325248,23,37555.84,,0.1484375,111,64
443770325504,23,37555.84,,0.16796875,112,32
443770325760,24,35869.28,,0.07421875,112,0
443770326016,24,35869.28,,0.12890625,112,0
443770326272,24,35869.28,,0.14453125,112,0
443770326528,24,36998.08,,0.07421875,111,0
443770326784,24,36998.08,,0.13671875,111,0
443770327040,24,39348.64,,0.18359375,110,0
443770327296,24,39348.64,,0.1328125,109,0
443770327552,24,39348.64,,0.140625,109,0
443770327808,24,31845.44,,0.2578125,110,0
443770328064,24,31845.44,,0.1171875,110,0
443770328320,24,40995.36,,0.21875,111,0
443770328576,25,40995.36,,0.15625,111,0
443770328832,25,40995.36,,0.13671875,111,0
443770329088,25,37197.28,,0.0234375,111,0
443770329344,24,37197.28,,0.0234375,111,0
443770329600,23,33571.84,,0.01953125,110,0
443770329856,24,33571.84,,0.01953125,109,0
443770330112,24,33571.84,,0.015625,106,0
443770330368,24,34129.6,,0.015625,104,0
443770330624,24,34129.6,,0.015625,101,0
443770330880,24,30676.8,,0.0625,99,0
443770331136,25,30929.12,,0.09375,99,0
443770331392,25,30929.12,,0.0859375,97,0
443770331648,26,32589.12,,0.078125,96,0
443770331904,27,32589.12,,0.1796875,95,0
443770332160,28,30132.32,,0.109375,95,0
443770332416,28,30132.32,,0.0234375,95,0
443770332672,28,30132.32,,0.03125,96,0
443770332928,28,32097.76,,0.109375,97,0
443770333184,29,32350.079999999998,,0.015625,96,0
443770333440,30,32350.079999999998,,0.015625,95,0
443770333696,30,32389.92,,0.0,92,0
443770333952,30,32389.92,,0.03125,90,0
443770334208,30,36493.439999999995,,0.06640625,90,0
443770334464,31,36493.439999999995,,0.03125,89,0
443770334720,31,33027.36,,0.08984375,89,0
443770334976,30,33027.36,,0.28125,88,0
443770335232,30,30716.64,,0.08984375,88,0
443770335488,30,30716.64,,0.17578125,88,0
443770335744,30,30716.64,,0.19140625,89,0
443770336000,30,30876.0,,0.1796875,92,0
443770336256,30,30876.0,,0.04296875,94,0
443770336512,29,29043.359999999997,,0.02734375,99,0
443770336768,29,29043.359999999997,,0.015625,101,0
443770337024,29,27675.52,,0.01953125,102,0
443770337280,28,27675.52,,0.015625,101,0
443770337536,28,27675.52,,0.046875,100,0
443770337792,28,28379.359999999997,,0.140625,99,0
443770338048,28,28007.52,,0.11328125,98,0
443770338304,28,28007.52,,0.10546875,97,0
443770338560,28,30172.16,,0.1953125,97,0
443770338816,28,30172.16,,0.19140625,97,0
443770339072,28,30172.16,,0.140625,97,0
443770339328,28,34169.439999999995,,0.03125,97,0
443770339584,27,34169.439999999995,,0.0234375,98,0
443770339840,27,32469.6,,0.03515625,98,0
443770340096,27,32469.6,,0.04296875,98,0
443770340352,28,35856.0,,0.0390625,98,0
443770340608,29,40424.32,,0.11328125,98,0
443770340864,30,40424.32,,0.14453125,99,0
443770341120,30,39919.68,,0.1015625,100,0
443770341376,30,39919.68,,0.265625,101,0
443770341632,30,39919.68,,0.3125,101,0
443770341888,30,39919.68,,0.26171875,101,0
443770342144,29,47555.68,,0.265625,101,0
443770342400,28,47555.68,,0.1015625,102,0
443770342656,27,47555.68,,0.16796875,102,0
443770342912,27,47555.68,,0.0625,106,0
443770343168,26,44992.64,,0.171875,109,0
443770343424,25,44992.64,,0.23046875,111,31
443770343680,24,44992.64,,0.21875,112,51
443770343936,24,44952.799999999996,,0.16796875,113,59
443770344192,23,44952.799999999996,,0.1015625,114,58
443770344448,22,44952.799999999996,,0.109375,114,47
443770344704,22,42429.6,,0.15234375,113,0
443770344960,22,42429.6,,0.1171875,113,0
443770345216,22,42429.6,,0.0703125,113,0
443770345472,22,42429.6,,0.0234375,112,0
443770345728,22,42429.6,,0.109375,112,0
443770345984,21,37396.479999999996,,0.09375,111,0
443770346240,20,37396.479999999996,,0.1171875,109,0
443770346496,19,37396.479999999996,,0.05859375,108,0
443770346752,18,37608.96,,0.0546875,108,0
443770347008,18,37608.96,,0.03125,108,0
443770347264,18,37409.759999999995,,0.046875,107,0
443770347520,18,37409.759999999995,,0.109375,105,0
443770347776,18,33186.72,,0.0390625,103,0
443770348032,18,33186.72,,0.1328125,100,0
443770348288,18,33186.72,,0.0703125,99,0
443770348544,19,32350.079999999998,,0.01953125,98,0
443770348800,19,32350.079999999998,,0.03515625,96,0
443770349056,19,32350.079999999998,,0.25390625,95,0
443770349312,19,27795.039999999997,,0.25,94,0
443770349568,20,27795.039999999997,,0.24609375,93,0
443770349824,20,27795.039999999997,,0.1953125,93,0
443770350080,20,31141.6,,0.18359375,93,0
443770350336,19,31141.6,,0.32421875,95,0
443770350592,19,31141.6,,0.23046875,98,0
443770350848,20,33146.88,,0.19921875,102,44
443770351104,21,33146.88,,0.1015625,107,72
443770351360,22,29375.359999999997,,0.0234375,110,68
443770351616,22,29375.359999999997,,0.02734375,111,34
443770351872,22,29375.359999999997,,0.0234375,111,0
443770352128,22,31752.48,,0.01953125,109,0
443770352384,22,31752.48,,0.140625,109,0
443770352640,22,31752.48,,0.1015625,109,0
443770352896,22,30650.239999999998,,0.15625,108,0
443770353152,22,31194.719999999998,,0.046875,108,0
443770353408,22,31194.719999999998,,0.15234375,107,0
443770353664,23,31194.719999999998,,0.11328125,106,0
443770353920,23,34727.2,,0.046875,104,0
443770354176,24,34727.2,,0.0234375,103,0
443770354432,24,31433.76,,0.02734375,102,0
443770354688,24,31433.76,,0.02734375,100,0
443770354944,25,31433.76,,0.01953125,100,0
443770355200,25,29853.44,,0.01953125,100,0
443770355456,25,29853.44,,0.0546875,100,0
443770355712,25,33200.0,,0.1328125,99,0
443770355968,25,33200.0,,0.078125,99,0
443770356224,25,30942.399999999998,,0.1171875,98,0
443770356480,26,30942.399999999998,,0.0703125,97,0
443770356736,27,30411.199999999997,,0.1953125,97,0
443770356992,27,30411.199999999997,,0.25,96,0
